# splot [u=0:6.28] (1-sin(u))*cos(u)-0.3, (1-sin(u))*sin(u)+0.2, 3*sin(u) notitle
point630 < 0.613072 0.276704 0.251134 >
point631 < 0.612930 0.276814 0.251532 >
point632 < 0.612788 0.276924 0.251930 >
point633 < 0.612645 0.277035 0.252327 >
point634 < 0.612503 0.277145 0.252725 >
point635 < 0.612361 0.277255 0.253123 >
point636 < 0.612218 0.277365 0.253520 >
point637 < 0.612076 0.277476 0.253918 >
point638 < 0.611934 0.277586 0.254316 >
point639 < 0.611791 0.277696 0.254713 >
point640 < 0.611649 0.277806 0.255111 >
point641 < 0.611506 0.277916 0.255509 >
point642 < 0.611364 0.278026 0.255906 >
point643 < 0.611222 0.278136 0.256304 >
point644 < 0.611079 0.278245 0.256702 >
point645 < 0.610937 0.278355 0.257099 >
point646 < 0.610794 0.278465 0.257497 >
point647 < 0.610652 0.278575 0.257894 >
point648 < 0.610509 0.278685 0.258292 >
point649 < 0.610367 0.278794 0.258690 >
point650 < 0.610224 0.278904 0.259087 >
point651 < 0.610082 0.279014 0.259485 >
point652 < 0.609939 0.279123 0.259882 >
point653 < 0.609796 0.279233 0.260280 >
point654 < 0.609654 0.279342 0.260678 >
point655 < 0.609511 0.279452 0.261075 >
point656 < 0.609369 0.279561 0.261473 >
point657 < 0.609226 0.279671 0.261870 >
point658 < 0.609083 0.279780 0.262268 >
point659 < 0.608941 0.279889 0.262665 >
point660 < 0.608798 0.279999 0.263063 >
point661 < 0.608655 0.280108 0.263461 >
point662 < 0.608513 0.280217 0.263858 >
point663 < 0.608370 0.280326 0.264256 >
point664 < 0.608227 0.280435 0.264653 >
point665 < 0.608085 0.280544 0.265051 >
point666 < 0.607942 0.280654 0.265448 >
point667 < 0.607799 0.280763 0.265846 >
point668 < 0.607657 0.280872 0.266243 >
point669 < 0.607514 0.280981 0.266641 >
point670 < 0.607371 0.281090 0.267038 >
point671 < 0.607228 0.281198 0.267436 >
point672 < 0.607085 0.281307 0.267833 >
point673 < 0.606943 0.281416 0.268231 >
point674 < 0.606800 0.281525 0.268628 >
point675 < 0.606657 0.281634 0.269026 >
point676 < 0.606514 0.281742 0.269423 >
point677 < 0.606371 0.281851 0.269821 >
point678 < 0.606229 0.281960 0.270218 >
point679 < 0.606086 0.282068 0.270616 >
point680 < 0.605943 0.282177 0.271013 >
point681 < 0.605800 0.282285 0.271411 >
point682 < 0.605657 0.282394 0.271808 >
point683 < 0.605514 0.282502 0.272206 >
point684 < 0.605371 0.282611 0.272603 >
point685 < 0.605228 0.282719 0.273000 >
point686 < 0.605085 0.282827 0.273398 >
point687 < 0.604942 0.282936 0.273795 >
point688 < 0.604799 0.283044 0.274193 >
point689 < 0.604656 0.283152 0.274590 >
point690 < 0.604514 0.283260 0.274988 >
point691 < 0.604371 0.283369 0.275385 >
point692 < 0.604227 0.283477 0.275782 >
point693 < 0.604084 0.283585 0.276180 >
point694 < 0.603941 0.283693 0.276577 >
point695 < 0.603798 0.283801 0.276975 >
point696 < 0.603655 0.283909 0.277372 >
point697 < 0.603512 0.284017 0.277769 >
point698 < 0.603369 0.284125 0.278167 >
point699 < 0.603226 0.284233 0.278564 >
point700 < 0.603083 0.284341 0.278961 >
point701 < 0.602940 0.284448 0.279359 >
point702 < 0.602797 0.284556 0.279756 >
point703 < 0.602654 0.284664 0.280154 >
point704 < 0.602511 0.284772 0.280551 >
point705 < 0.602367 0.284879 0.280948 >
point706 < 0.602224 0.284987 0.281346 >
point707 < 0.602081 0.285094 0.281743 >
point708 < 0.601938 0.285202 0.282140 >
point709 < 0.601795 0.285309 0.282538 >
point710 < 0.601651 0.285417 0.282935 >
point711 < 0.601508 0.285524 0.283332 >
point712 < 0.601365 0.285632 0.283729 >
point713 < 0.601222 0.285739 0.284127 >
point714 < 0.601079 0.285846 0.284524 >
point715 < 0.600935 0.285954 0.284921 >
point716 < 0.600792 0.286061 0.285319 >
point717 < 0.600649 0.286168 0.285716 >
point718 < 0.600505 0.286275 0.286113 >
point719 < 0.600362 0.286383 0.286510 >
point720 < 0.600219 0.286490 0.286908 >
point721 < 0.600076 0.286597 0.287305 >
point722 < 0.599932 0.286704 0.287702 >
point723 < 0.599789 0.286811 0.288099 >
point724 < 0.599645 0.286918 0.288497 >
point725 < 0.599502 0.287025 0.288894 >
point726 < 0.599359 0.287132 0.289291 >
point727 < 0.599215 0.287238 0.289688 >
point728 < 0.599072 0.287345 0.290086 >
point729 < 0.598929 0.287452 0.290483 >
point730 < 0.598785 0.287559 0.290880 >
point731 < 0.598642 0.287665 0.291277 >
point732 < 0.598498 0.287772 0.291675 >
point733 < 0.598355 0.287879 0.292072 >
point734 < 0.598211 0.287985 0.292469 >
point735 < 0.598068 0.288092 0.292866 >
point736 < 0.597924 0.288198 0.293263 >
point737 < 0.597781 0.288305 0.293660 >
point738 < 0.597637 0.288411 0.294058 >
point739 < 0.597494 0.288518 0.294455 >
point740 < 0.597350 0.288624 0.294852 >
point741 < 0.597207 0.288731 0.295249 >
point742 < 0.597063 0.288837 0.295646 >
point743 < 0.596920 0.288943 0.296043 >
point744 < 0.596776 0.289049 0.296441 >
point745 < 0.596632 0.289156 0.296838 >
point746 < 0.596489 0.289262 0.297235 >
point747 < 0.596345 0.289368 0.297632 >
point748 < 0.596202 0.289474 0.298029 >
point749 < 0.596058 0.289580 0.298426 >
point750 < 0.595914 0.289686 0.298823 >
point751 < 0.595771 0.289792 0.299220 >
point752 < 0.595627 0.289898 0.299618 >
point753 < 0.595483 0.290004 0.300015 >
point754 < 0.595340 0.290110 0.300412 >
point755 < 0.595196 0.290216 0.300809 >
point756 < 0.595052 0.290321 0.301206 >
point757 < 0.594909 0.290427 0.301603 >
point758 < 0.594765 0.290533 0.302000 >
point759 < 0.594621 0.290639 0.302397 >
point760 < 0.594477 0.290744 0.302794 >
point761 < 0.594334 0.290850 0.303191 >
point762 < 0.594190 0.290955 0.303588 >
point763 < 0.594046 0.291061 0.303985 >
point764 < 0.593902 0.291166 0.304382 >
point765 < 0.593759 0.291272 0.304779 >
point766 < 0.593615 0.291377 0.305176 >
point767 < 0.593471 0.291483 0.305573 >
point768 < 0.593327 0.291588 0.305970 >
point769 < 0.593183 0.291693 0.306367 >
point770 < 0.593039 0.291799 0.306764 >
point771 < 0.592896 0.291904 0.307161 >
point772 < 0.592752 0.292009 0.307558 >
point773 < 0.592608 0.292114 0.307955 >
point774 < 0.592464 0.292220 0.308352 >
point775 < 0.592320 0.292325 0.308749 >
point776 < 0.592176 0.292430 0.309146 >
point777 < 0.592032 0.292535 0.309543 >
point778 < 0.591888 0.292640 0.309940 >
point779 < 0.591744 0.292745 0.310337 >
point780 < 0.591600 0.292850 0.310734 >
point781 < 0.591456 0.292955 0.311131 >
point782 < 0.591312 0.293059 0.311528 >
point783 < 0.591168 0.293164 0.311925 >
point784 < 0.591024 0.293269 0.312322 >
point785 < 0.590880 0.293374 0.312719 >
point786 < 0.590736 0.293478 0.313116 >
point787 < 0.590592 0.293583 0.313513 >
point788 < 0.590448 0.293688 0.313910 >
point789 < 0.590304 0.293792 0.314306 >
point790 < 0.590160 0.293897 0.314703 >
point791 < 0.590016 0.294001 0.315100 >
point792 < 0.589872 0.294106 0.315497 >
point793 < 0.589728 0.294210 0.315894 >
point794 < 0.589584 0.294315 0.316291 >
point795 < 0.589440 0.294419 0.316688 >
point796 < 0.589296 0.294523 0.317085 >
point797 < 0.589152 0.294628 0.317481 >
point798 < 0.589008 0.294732 0.317878 >
point799 < 0.588863 0.294836 0.318275 >
point800 < 0.588719 0.294940 0.318672 >
point801 < 0.588575 0.295045 0.319069 >
point802 < 0.588431 0.295149 0.319466 >
point803 < 0.588287 0.295253 0.319862 >
point804 < 0.588143 0.295357 0.320259 >
point805 < 0.587998 0.295461 0.320656 >
point806 < 0.587854 0.295565 0.321053 >
point807 < 0.587710 0.295669 0.321450 >
point808 < 0.587566 0.295773 0.321846 >
point809 < 0.587421 0.295877 0.322243 >
point810 < 0.587277 0.295980 0.322640 >
point811 < 0.587133 0.296084 0.323037 >
point812 < 0.586989 0.296188 0.323434 >
point813 < 0.586844 0.296292 0.323830 >
point814 < 0.586700 0.296395 0.324227 >
point815 < 0.586556 0.296499 0.324624 >
point816 < 0.586411 0.296603 0.325021 >
point817 < 0.586267 0.296706 0.325417 >
point818 < 0.586123 0.296810 0.325814 >
point819 < 0.585978 0.296913 0.326211 >
point820 < 0.585834 0.297017 0.326608 >
point821 < 0.585690 0.297120 0.327004 >
point822 < 0.585545 0.297223 0.327401 >
point823 < 0.585401 0.297327 0.327798 >
point824 < 0.585257 0.297430 0.328194 >
point825 < 0.585112 0.297533 0.328591 >
point826 < 0.584968 0.297637 0.328988 >
point827 < 0.584823 0.297740 0.329384 >
point828 < 0.584679 0.297843 0.329781 >
point829 < 0.584534 0.297946 0.330178 >
point830 < 0.584390 0.298049 0.330574 >
point831 < 0.584245 0.298152 0.330971 >
point832 < 0.584101 0.298255 0.331368 >
point833 < 0.583957 0.298358 0.331764 >
point834 < 0.583812 0.298461 0.332161 >
point835 < 0.583668 0.298564 0.332558 >
point836 < 0.583523 0.298667 0.332954 >
point837 < 0.583378 0.298770 0.333351 >
point838 < 0.583234 0.298873 0.333748 >
point839 < 0.583089 0.298976 0.334144 >
point840 < 0.582945 0.299078 0.334541 >
point841 < 0.582800 0.299181 0.334937 >
point842 < 0.582656 0.299284 0.335334 >
point843 < 0.582511 0.299386 0.335731 >
point844 < 0.582367 0.299489 0.336127 >
point845 < 0.582222 0.299591 0.336524 >
point846 < 0.582077 0.299694 0.336920 >
point847 < 0.581933 0.299796 0.337317 >
point848 < 0.581788 0.299899 0.337713 >
point849 < 0.581643 0.300001 0.338110 >
point850 < 0.581499 0.300104 0.338507 >
point851 < 0.581354 0.300206 0.338903 >
point852 < 0.581209 0.300308 0.339300 >
point853 < 0.581065 0.300411 0.339696 >
point854 < 0.580920 0.300513 0.340093 >
point855 < 0.580775 0.300615 0.340489 >
point856 < 0.580631 0.300717 0.340886 >
point857 < 0.580486 0.300819 0.341282 >
point858 < 0.580341 0.300921 0.341679 >
point859 < 0.580197 0.301023 0.342075 >
point860 < 0.580052 0.301125 0.342472 >
point861 < 0.579907 0.301227 0.342868 >
point862 < 0.579762 0.301329 0.343265 >
point863 < 0.579617 0.301431 0.343661 >
point864 < 0.579473 0.301533 0.344058 >
point865 < 0.579328 0.301635 0.344454 >
point866 < 0.579183 0.301737 0.344850 >
point867 < 0.579038 0.301838 0.345247 >
point868 < 0.578893 0.301940 0.345643 >
point869 < 0.578749 0.302042 0.346040 >
point870 < 0.578604 0.302143 0.346436 >
point871 < 0.578459 0.302245 0.346833 >
point872 < 0.578314 0.302347 0.347229 >
point873 < 0.578169 0.302448 0.347625 >
point874 < 0.578024 0.302550 0.348022 >
point875 < 0.577879 0.302651 0.348418 >
point876 < 0.577735 0.302752 0.348815 >
point877 < 0.577590 0.302854 0.349211 >
point878 < 0.577445 0.302955 0.349607 >
point879 < 0.577300 0.303057 0.350004 >
point880 < 0.577155 0.303158 0.350400 >
point881 < 0.577010 0.303259 0.350796 >
point882 < 0.576865 0.303360 0.351193 >
point883 < 0.576720 0.303461 0.351589 >
point884 < 0.576575 0.303563 0.351985 >
point885 < 0.576430 0.303664 0.352382 >
point886 < 0.576285 0.303765 0.352778 >
point887 < 0.576140 0.303866 0.353174 >
point888 < 0.575995 0.303967 0.353571 >
point889 < 0.575850 0.304068 0.353967 >
point890 < 0.575705 0.304169 0.354363 >
point891 < 0.575560 0.304269 0.354760 >
point892 < 0.575415 0.304370 0.355156 >
point893 < 0.575270 0.304471 0.355552 >
point894 < 0.575125 0.304572 0.355949 >
point895 < 0.574980 0.304673 0.356345 >
point896 < 0.574835 0.304773 0.356741 >
point897 < 0.574690 0.304874 0.357137 >
point898 < 0.574544 0.304975 0.357534 >
point899 < 0.574399 0.305075 0.357930 >
point900 < 0.574254 0.305176 0.358326 >
point901 < 0.574109 0.305276 0.358722 >
point902 < 0.573964 0.305377 0.359119 >
point903 < 0.573819 0.305477 0.359515 >
point904 < 0.573674 0.305577 0.359911 >
point905 < 0.573528 0.305678 0.360307 >
point906 < 0.573383 0.305778 0.360703 >
point907 < 0.573238 0.305878 0.361100 >
point908 < 0.573093 0.305979 0.361496 >
point909 < 0.572948 0.306079 0.361892 >
point910 < 0.572803 0.306179 0.362288 >
point911 < 0.572657 0.306279 0.362684 >
point912 < 0.572512 0.306379 0.363080 >
point913 < 0.572367 0.306479 0.363477 >
point914 < 0.572222 0.306579 0.363873 >
point915 < 0.572076 0.306679 0.364269 >
point916 < 0.571931 0.306779 0.364665 >
point917 < 0.571786 0.306879 0.365061 >
point918 < 0.571640 0.306979 0.365457 >
point919 < 0.571495 0.307079 0.365853 >
point920 < 0.571350 0.307179 0.366250 >
point921 < 0.571205 0.307279 0.366646 >
point922 < 0.571059 0.307378 0.367042 >
point923 < 0.570914 0.307478 0.367438 >
point924 < 0.570769 0.307578 0.367834 >
point925 < 0.570623 0.307677 0.368230 >
point926 < 0.570478 0.307777 0.368626 >
point927 < 0.570333 0.307877 0.369022 >
point928 < 0.570187 0.307976 0.369418 >
point929 < 0.570042 0.308076 0.369814 >
point930 < 0.569896 0.308175 0.370210 >
point931 < 0.569751 0.308274 0.370606 >
point932 < 0.569606 0.308374 0.371002 >
point933 < 0.569460 0.308473 0.371398 >
point934 < 0.569315 0.308572 0.371794 >
point935 < 0.569169 0.308672 0.372190 >
point936 < 0.569024 0.308771 0.372586 >
point937 < 0.568878 0.308870 0.372982 >
point938 < 0.568733 0.308969 0.373378 >
point939 < 0.568587 0.309068 0.373774 >
point940 < 0.568442 0.309168 0.374170 >
point941 < 0.568296 0.309267 0.374566 >
point942 < 0.568151 0.309366 0.374962 >
point943 < 0.568005 0.309465 0.375358 >
point944 < 0.567860 0.309563 0.375754 >
point945 < 0.567714 0.309662 0.376150 >
point946 < 0.567569 0.309761 0.376546 >
point947 < 0.567423 0.309860 0.376942 >
point948 < 0.567278 0.309959 0.377338 >
point949 < 0.567132 0.310058 0.377734 >
point950 < 0.566987 0.310156 0.378130 >
point951 < 0.566841 0.310255 0.378526 >
point952 < 0.566696 0.310354 0.378922 >
point953 < 0.566550 0.310452 0.379317 >
point954 < 0.566404 0.310551 0.379713 >
point955 < 0.566259 0.310649 0.380109 >
point956 < 0.566113 0.310748 0.380505 >
point957 < 0.565967 0.310846 0.380901 >
point958 < 0.565822 0.310945 0.381297 >
point959 < 0.565676 0.311043 0.381693 >
point960 < 0.565531 0.311142 0.382089 >
point961 < 0.565385 0.311240 0.382484 >
point962 < 0.565239 0.311338 0.382880 >
point963 < 0.565094 0.311436 0.383276 >
point964 < 0.564948 0.311535 0.383672 >
point965 < 0.564802 0.311633 0.384068 >
point966 < 0.564656 0.311731 0.384463 >
point967 < 0.564511 0.311829 0.384859 >
point968 < 0.564365 0.311927 0.385255 >
point969 < 0.564219 0.312025 0.385651 >
point970 < 0.564074 0.312123 0.386047 >
point971 < 0.563928 0.312221 0.386442 >
point972 < 0.563782 0.312319 0.386838 >
point973 < 0.563636 0.312417 0.387234 >
point974 < 0.563491 0.312515 0.387630 >
point975 < 0.563345 0.312613 0.388025 >
point976 < 0.563199 0.312710 0.388421 >
point977 < 0.563053 0.312808 0.388817 >
point978 < 0.562907 0.312906 0.389213 >
point979 < 0.562762 0.313003 0.389608 >
point980 < 0.562616 0.313101 0.390004 >
point981 < 0.562470 0.313199 0.390400 >
point982 < 0.562324 0.313296 0.390795 >
point983 < 0.562178 0.313394 0.391191 >
point984 < 0.562032 0.313491 0.391587 >
point985 < 0.561886 0.313589 0.391982 >
point986 < 0.561741 0.313686 0.392378 >
point987 < 0.561595 0.313783 0.392774 >
point988 < 0.561449 0.313881 0.393169 >
point989 < 0.561303 0.313978 0.393565 >
point990 < 0.561157 0.314075 0.393961 >
point991 < 0.561011 0.314172 0.394356 >
point992 < 0.560865 0.314270 0.394752 >
point993 < 0.560719 0.314367 0.395148 >
point994 < 0.560573 0.314464 0.395543 >
point995 < 0.560427 0.314561 0.395939 >
point996 < 0.560281 0.314658 0.396334 >
point997 < 0.560135 0.314755 0.396730 >
point998 < 0.559989 0.314852 0.397126 >
point999 < 0.559843 0.314949 0.397521 >
point1000 < 0.559697 0.315046 0.397917 >
point1001 < 0.559551 0.315143 0.398312 >
point1002 < 0.559405 0.315240 0.398708 >
point1003 < 0.559259 0.315336 0.399103 >
point1004 < 0.559113 0.315433 0.399499 >
point1005 < 0.558967 0.315530 0.399895 >
point1006 < 0.558821 0.315626 0.400290 >
point1007 < 0.558675 0.315723 0.400686 >
point1008 < 0.558529 0.315820 0.401081 >
point1009 < 0.558383 0.315916 0.401477 >
point1010 < 0.558237 0.316013 0.401872 >
point1011 < 0.558091 0.316109 0.402268 >
point1012 < 0.557945 0.316206 0.402663 >
point1013 < 0.557799 0.316302 0.403059 >
point1014 < 0.557653 0.316399 0.403454 >
point1015 < 0.557507 0.316495 0.403849 >
point1016 < 0.557360 0.316591 0.404245 >
point1017 < 0.557214 0.316687 0.404640 >
point1018 < 0.557068 0.316784 0.405036 >
point1019 < 0.556922 0.316880 0.405431 >
point1020 < 0.556776 0.316976 0.405827 >
point1021 < 0.556630 0.317072 0.406222 >
point1022 < 0.556484 0.317168 0.406618 >
point1023 < 0.556337 0.317264 0.407013 >
point1024 < 0.556191 0.317360 0.407408 >
point1025 < 0.556045 0.317456 0.407804 >
point1026 < 0.555899 0.317552 0.408199 >
point1027 < 0.555753 0.317648 0.408594 >
point1028 < 0.555606 0.317744 0.408990 >
point1029 < 0.555460 0.317840 0.409385 >
point1030 < 0.555314 0.317936 0.409781 >
point1031 < 0.555168 0.318031 0.410176 >
point1032 < 0.555021 0.318127 0.410571 >
point1033 < 0.554875 0.318223 0.410967 >
point1034 < 0.554729 0.318319 0.411362 >
point1035 < 0.554583 0.318414 0.411757 >
point1036 < 0.554436 0.318510 0.412153 >
point1037 < 0.554290 0.318605 0.412548 >
point1038 < 0.554144 0.318701 0.412943 >
point1039 < 0.553997 0.318796 0.413338 >
point1040 < 0.553851 0.318892 0.413734 >
point1041 < 0.553705 0.318987 0.414129 >
point1042 < 0.553558 0.319082 0.414524 >
point1043 < 0.553412 0.319178 0.414920 >
point1044 < 0.553266 0.319273 0.415315 >
point1045 < 0.553119 0.319368 0.415710 >
point1046 < 0.552973 0.319464 0.416105 >
point1047 < 0.552827 0.319559 0.416501 >
point1048 < 0.552680 0.319654 0.416896 >
point1049 < 0.552534 0.319749 0.417291 >
point1050 < 0.552388 0.319844 0.417686 >
point1051 < 0.552241 0.319939 0.418081 >
point1052 < 0.552095 0.320034 0.418477 >
point1053 < 0.551948 0.320129 0.418872 >
point1054 < 0.551802 0.320224 0.419267 >
point1055 < 0.551656 0.320319 0.419662 >
point1056 < 0.551509 0.320414 0.420057 >
point1057 < 0.551363 0.320509 0.420452 >
point1058 < 0.551216 0.320603 0.420848 >
point1059 < 0.551070 0.320698 0.421243 >
point1060 < 0.550923 0.320793 0.421638 >
point1061 < 0.550777 0.320887 0.422033 >
point1062 < 0.550630 0.320982 0.422428 >
point1063 < 0.550484 0.321077 0.422823 >
point1064 < 0.550337 0.321171 0.423218 >
point1065 < 0.550191 0.321266 0.423613 >
point1066 < 0.550044 0.321360 0.424009 >
point1067 < 0.549898 0.321455 0.424404 >
point1068 < 0.549751 0.321549 0.424799 >
point1069 < 0.549605 0.321643 0.425194 >
point1070 < 0.549458 0.321738 0.425589 >
point1071 < 0.549312 0.321832 0.425984 >
point1072 < 0.549165 0.321926 0.426379 >
point1073 < 0.549018 0.322021 0.426774 >
point1074 < 0.548872 0.322115 0.427169 >
point1075 < 0.548725 0.322209 0.427564 >
point1076 < 0.548579 0.322303 0.427959 >
point1077 < 0.548432 0.322397 0.428354 >
point1078 < 0.548286 0.322491 0.428749 >
point1079 < 0.548139 0.322585 0.429144 >
point1080 < 0.547992 0.322679 0.429539 >
point1081 < 0.547846 0.322773 0.429934 >
point1082 < 0.547699 0.322867 0.430329 >
point1083 < 0.547552 0.322961 0.430724 >
point1084 < 0.547406 0.323055 0.431119 >
point1085 < 0.547259 0.323149 0.431514 >
point1086 < 0.547112 0.323242 0.431909 >
point1087 < 0.546966 0.323336 0.432304 >
point1088 < 0.546819 0.323430 0.432699 >
point1089 < 0.546672 0.323523 0.433094 >
point1090 < 0.546526 0.323617 0.433488 >
point1091 < 0.546379 0.323711 0.433883 >
point1092 < 0.546232 0.323804 0.434278 >
point1093 < 0.546086 0.323898 0.434673 >
point1094 < 0.545939 0.323991 0.435068 >
point1095 < 0.545792 0.324085 0.435463 >
point1096 < 0.545645 0.324178 0.435858 >
point1097 < 0.545499 0.324271 0.436253 >
point1098 < 0.545352 0.324365 0.436647 >
point1099 < 0.545205 0.324458 0.437042 >
point1100 < 0.545058 0.324551 0.437437 >
point1101 < 0.544912 0.324644 0.437832 >
point1102 < 0.544765 0.324737 0.438227 >
point1103 < 0.544618 0.324831 0.438622 >
point1104 < 0.544471 0.324924 0.439016 >
point1105 < 0.544324 0.325017 0.439411 >
point1106 < 0.544178 0.325110 0.439806 >
point1107 < 0.544031 0.325203 0.440201 >
point1108 < 0.543884 0.325296 0.440595 >
point1109 < 0.543737 0.325389 0.440990 >
point1110 < 0.543590 0.325482 0.441385 >
point1111 < 0.543443 0.325574 0.441780 >
point1112 < 0.543297 0.325667 0.442174 >
point1113 < 0.543150 0.325760 0.442569 >
point1114 < 0.543003 0.325853 0.442964 >
point1115 < 0.542856 0.325945 0.443359 >
point1116 < 0.542709 0.326038 0.443753 >
point1117 < 0.542562 0.326131 0.444148 >
point1118 < 0.542415 0.326223 0.444543 >
point1119 < 0.542268 0.326316 0.444937 >
point1120 < 0.542121 0.326408 0.445332 >
point1121 < 0.541975 0.326501 0.445727 >
point1122 < 0.541828 0.326593 0.446121 >
point1123 < 0.541681 0.326686 0.446516 >
point1124 < 0.541534 0.326778 0.446911 >
